what team did  e1  play for in college	american_football football_player former_teams sports sports_team_roster team
what did  e1  identify	base nobelprizes nobel_prize_winner nobel_honor base nobelprizes nobel_honor subject_area
what did  e1  died from	people deceased_person cause_of_death
where is glastonbury  e1 	location administrative_division country
where did  e1  die	people deceased_person place_of_death
what is  e1   s religion	people person religion
where did  e1  grow up	people person places_lived people place_lived location
who is the voice of family guys  e1 	film film_character portrayed_in_films film performance actor
who did  e1  retire with	sports drafted_athlete drafted sports sports_league_draft_pick team
who is  e1  sister	people person sibling_s people sibling_relationship sibling
who was  e1  and what did he do	people person profession
where did  e1  study acting	people person education education education institution
who does  e1  play for	american_football football_player former_teams sports sports_team_roster team
where was the battle of  e1  located	location location containedby
who speaks  e1  language	language human_language main_country
what kind of money do they use in  e1 	location country currency_used
what to see near  e1 	travel travel_destination tourist_attractions
in which province  e1  is located	location location containedby
who plays  e1  in skins uk	tv tv_character appeared_in_tv_episodes tv tv_guest_role actor
who is  e1  wife bio	base popstra celebrity infidelity_perpetrator base popstra infidelity victim
what other movies has  e1 	film actor film film performance film
what language do people in  e1  speak	location country official_language
where does the band  e1  live	music artist origin
which country does  e1  language come from	freebase linguistic_hint adjectival_form
what does the  e1  speak	location country languages_spoken
what 5 countries border  e1 	location location adjoin_s location adjoining_relationship adjoins
what religions are in  e1 	location statistical_region religions location religion_percentage religion
who founded  e1 	organization organization founders
what county is  e1  in	location hud_county_place county
who plays  e1  in the muppets movie	film film_character portrayed_in_films film performance actor
what office does  e1  hold	government politician government_positions_held government government_position_held office_position_or_title
who is the owner of the  e1 	sports professional_sports_team owner_s
which country does  e1  language come from	base aareas schema administrative_area adjectival_form
who did  e1  play for before celtics	basketball basketball_player former_teams basketball basketball_historical_roster_position team
where is  e1  located	location hud_county_place county
what team did  e1  play for first	base daylifetopics daylife_id daylife_topic_name
what political experience did  e1  have	government politician government_positions_held government government_position_held office_position_or_title
where was the  e1  located	location location containedby
what movies has  e1 	film actor film film performance film
what do ethnic  e1  look like	people ethnicity included_in_group
what time zone am i in  e1 	location location time_zones
what movies has  e1  been in	film actor film film performance film
what languages are there in  e1 	location country languages_spoken
what country speak  e1  as native language	language human_language main_country
what time zone is birmingham  e1 	location location time_zones
what movies did  e1  play in	film actor film film performance film
what is 2pm est in  e1 	location location time_zones
what are  e1  people considered	base rosetta languoid local_name
where is  e1  arizona	aviation airport serves
what is the currency in  e1  in 2010	location country currency_used
what features do islam and  e1  have in common	religion religion is_part_of
what four countries are in the  e1 	base aareas schema administrative_area administrative_children
who are  e1   s parents	people person parents
who did  e1  get engaged to	people person spouse_s people marriage spouse
what does  e1  do for a living	people person profession
where is  e1  located	location location containedby
what type of government did  e1  have	location country form_of_government
where does  e1  live	people person places_lived people place_lived location
what type of currency is used in the  e1 	location country currency_used
where is lake waynoka  e1 	base locations states_and_provences country
who was  e1   s parents	people person parents
where did  e1  happen	location location containedby
what kind of language do  e1  speak	location country languages_spoken
what is the jurisdiction of the  e1  supreme court	dataworld gardening_hint split_to
who invented  e1  code	symbols namesake named_after
where is  e1  golf masters	location hud_county_place county
who was  e1   s first wife	people person spouse_s people marriage spouse
who plays  e1  in twilight	film film_character portrayed_in_films film performance actor
what is the money of  e1  called	location statistical_region minimum_wage measurement_unit recurring_money_value currency
what inspired  e1 	influence influence_node influenced_by
what is  e1  time zone	location location time_zones
what football teams did  e1  play for	american_football football_player former_teams sports sports_team_roster team
where is port st lucie  e1  on the map	location administrative_division country
what other countries does  e1  trade with	base sharing sharing_location shared_here base sharing sharing_relationship locations
what position does  e1 	basketball basketball_player position_s
where is  e1 	location location containedby
where are  e1  snow blowers made	organization organization headquarters location mailing_address citytown
who killed  e1 	people deceased_person cause_of_death
what albums did  e1  play on	music artist album
what is  e1   s mom  s name	people person parents
when did  e1  won the gold medal	olympics olympic_athlete country olympics olympic_athlete_affiliation olympics
what country did  e1  lead	film film country
what year did  e1  get drafted	sports drafted_athlete drafted sports sports_league_draft_pick draft
where did prophet  e1  died	people deceased_person place_of_death
who played  e1  on days of our lives	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where was battle of  e1  located	time event locations
who is  e1  playing for in 2012	sports pro_athlete teams basketball basketball_historical_roster_position team
what movies has  e1  been in	film actor film film performance film
who did  e1  date before seal	people person spouse_s people marriage spouse
what language did the  e1  speak	people ethnicity languages_spoken
what to do in  e1 	travel travel_destination tourist_attractions
where did  e1  live	people person nationality
who were the major trade partners of  e1 	location statistical_region places_exported_to location imports_and_exports exported_to
what characters does  e1  voice	fictional_universe fictional_character_creator fictional_characters_created
what were  e1   s theories	education academic research_areas
what type of currency does the  e1  have	location statistical_region minimum_wage measurement_unit recurring_money_value currency
what team did  e1  play for	basketball basketball_player former_teams basketball basketball_historical_roster_position team
where to fly into  e1 	travel travel_destination how_to_get_here travel transportation transport_terminus
where did  e1  jay go to college	sports drafted_athlete drafted sports sports_league_draft_pick school
where the queen of  e1  lives	location country capital
what countries did  e1  rule	royalty monarch kingdom
what times is it in  e1 	location location time_zones
who did  e1  have a baby with	base popstra celebrity lived_with base popstra lived_with participant
what province is  e1  canada located in	location location containedby
what does the term prima  e1  mean	fictional_universe fictional_character occupation
where was  e1  when he got shot	user alexander misc murdered_person place_murdered
what state is  e1  senator for	government politician government_positions_held government government_position_held office_position_or_title
what type of government did  e1  have during the glorious revolution	location country form_of_government
what state in  e1  in	base biblioness bibs_location state
what state did  e1  win	government politician government_positions_held government government_position_held jurisdiction_of_office
what team does  e1  play for 2013	base schemastaging athlete_extra salary base schemastaging athlete_salary team
who did  e1  sign with 2012	american_football football_player current_team sports sports_team_roster team
what language do  e1  use	location country official_language
where was  e1  an international environmental organization founded	organization organization place_founded
what is the name of currency used in  e1 	location statistical_region minimum_wage measurement_unit recurring_money_value currency
where is  e1  located	location location containedby
where was  e1  really born	people person place_of_birth
what country did  e1  da gama come from	people person nationality
in which province  e1  is located	location administrative_division country
who has  e1  played for	sports pro_athlete teams basketball basketball_roster_position team
where is  e1  located	government political_district representatives government government_position_held jurisdiction_of_office
what kind of drugs does  e1  do	celebrities celebrity substance_abuse_problems celebrities substance_abuse_problem substance
what type of currency does the  e1  have	location statistical_region gdp_nominal_per_capita measurement_unit dated_money_value currency
on what continent is  e1  found	base locations countries continent
what type of music did  e1  write	music artist genre
what to do in  e1 	location location contains
what kind of money do the  e1  use	location statistical_region minimum_wage measurement_unit recurring_money_value currency
who is president of  e1 	business employer employees business employment_tenure person
where is  e1  language spoken	language human_language countries_spoken_in
who was the owner of  e1 	base advertisingcharacters product advertising_characters
when is  e1  tennis tournament	time recurring_event current_frequency
who did  e1  have a baby with	base popstra celebrity dated base popstra dated participant
what style of art did  e1  produce	visual_art visual_artist associated_periods_or_movements
what year did  e1  started his career	sports drafted_athlete drafted sports sports_league_draft_pick draft
where did  e1  go	location location containedby
what is the  e1   s capital	location country capital
what region is  e1  in	location location containedby
where is the nation of  e1  located	location location containedby
what kind of language do they speak in  e1 	location country official_language
who the voice of  e1 	film film_character portrayed_in_films film performance actor
what are the countries in the  e1 	base aareas schema administrative_area administrative_children
what year was  e1  drafted	user dylanrocks national_football_league nfl_draft_diamond_in_the_rough year_drafted
who is  e1  getting married to	fictional_universe fictional_character married_to fictional_universe marriage_of_fictional_characters spouses
who  e1 	people person profession
who is  e1 	people person profession
what language did ancient  e1  write in	fictional_universe fictional_setting languages
where  s  e1 	organization organization headquarters location mailing_address citytown
who speaks  e1  on family guy	award award_nominated_work award_nominations award award_nomination award_nominee
who did  e1  get traded to	american_football football_player current_team sports sports_team_roster team
what did  e1  died of	people deceased_person cause_of_death
where people speak  e1 	base biblioness bibs_location country
where was  e1  born and raised	people person place_of_birth
what currency does  e1  canada use	location statistical_region gdp_nominal_per_capita measurement_unit dated_money_value currency
where  e1  located	dataworld gardening_hint split_to
where is  e1 	location location containedby
what city is the  e1  in	organization organization headquarters location mailing_address citytown
who is  e1  mother	people person parents
when was blessed  e1  born	people person date_of_birth
in what country do they speak  e1 	location administrative_division first_level_division_of
what is there for kids to do in  e1 	travel travel_destination tourist_attractions
what team did  e1  play for first	basketball basketball_player player_statistics basketball basketball_player_stats team
where can i register to vote in  e1 	location hud_county_place county
what countries did  e1  reign over	people person nationality
where is  e1  ne	location location containedby
what years did  e1  win championships	sports sports_team championships
where is the country of  e1 	location location adjoin_s location adjoining_relationship adjoins
what did  e1  do when he was president	event public_speaker speeches_or_presentations event speech_or_presentation speech_topic
what happened to president  e1 	people deceased_person cause_of_death
what teams did  e1  play for	sports pro_athlete teams sports sports_team_roster team
where to watch tv online for free in  e1 	base datedlocationtest dated_location_test formed_by_merger base datedlocationtest dated_location_merger merger_of
what language do the speak in  e1 	location country official_language
what country is the  e1  located in	base biblioness bibs_location country
what drugs were in  e1  when she died	people deceased_person cause_of_death
what jobs did  e1  do	people person profession
which is faster amd dual core or  e1  dual core	book book_subject works
what college did  e1  play basketball for	sports drafted_athlete drafted sports sports_league_draft_pick school
what did dr  e1  do	people person profession
what did  e1  speak	people ethnicity languages_spoken
what years have the  e1  been in the world series	sports sports_team championships
what exactly did  e1  die from	people deceased_person cause_of_death
what do  e1  do as a president	award award_winner awards_won award award_honor honored_for
where is glastonbury  e1 	base biblioness bibs_location country
what currency do i take to  e1 	location country currency_formerly_used
who portrayed  e1  in raiders of the lost ark	film film_character portrayed_in_films film performance actor
where did chris  e1  go	people person place_of_birth
who plays  e1 	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what team did  e1  play for in baseball	sports pro_athlete teams sports sports_team_roster team
what are the 5 countries in the  e1 	location country first_level_divisions
what are the official languages of the  e1 	location country official_language
what type of government does  e1  use	location country form_of_government
what is currency in  e1 	location country currency_used
what division did the  e1  play in	american_football football_team division
who is  e1  parents	people person parents
where does  e1  live now	people person places_lived people place_lived location
what currency do they accept in  e1 	location country currency_used
in which province is  e1 	location location containedby
where is  e1  from sui	people person place_of_birth
where is  e1  golf masters	location location street_address location mailing_address state_province_region
what political party was  e1 	organization organization_founder organizations_founded
when will  e1  start 2011	time month calendar_system
where does  e1  end	geography river mouth
where was  e1  born	people person places_lived people place_lived location
where did  e1  live	people person places_lived people place_lived location
what was  e1  known for	people person profession
what kind of language do they speak in  e1 	location country languages_spoken
where did  e1  live	people deceased_person place_of_death
what are the holidays of  e1 	religion religion holidays
what team does  e1  play for now	basketball basketball_player player_statistics basketball basketball_player_stats team
what movies does  e1  act in	film actor film film performance film
what is  e1  abraham lincoln known for	government politician government_positions_held government government_position_held office_position_or_title
what did  e1  die of	people deceased_person cause_of_death
what time is the  e1 	time recurring_event current_frequency
what is time zone in  e1 	location location time_zones
what money do you use in  e1 	location country currency_used
who does  e1  play for 2012	basketball basketball_player team sports sports_team_roster team
where did  e1  play baseball	sports pro_athlete teams baseball baseball_historical_roster_position team
what kind of money does the  e1  use	location country currency_used
where is colombia  e1 	location location containedby
what represents  e1 	symbols flag_referent flag symbols flag_use flag
what college did  e1  go to	people person education education education institution
what do  e1  people speak	base aareas schema administrative_area adjectival_form
what currency do i take to  e1 	location country currency_formerly_used
who did  e1  play for	american_football football_player former_teams american_football football_historical_roster_position team
when did the  e1  last win the superbowl	sports sports_team championships
where the  e1  came from	language human_language main_country
what degree did  e1  get	people person education education education degree
what was the name of  e1  parents	people person parents
where are you if you re in  e1 	base biblioness bibs_location country
who did  e1  get traded to	sports pro_athlete teams american_football football_roster_position team
who won 2012 presidential election in  e1 	business employer employees business employment_tenure person
what is the capital city of  e1 	location administrative_division capital location administrative_division_capital_relationship capital
what kind of artist is  e1 	visual_art visual_artist art_forms
what college did  e1  play basketball for	people person education education education institution
what team did  e1  play for in baseball	baseball baseball_player former_teams baseball baseball_historical_roster_position team
what religion is  e1 	people person religion
who was  e1   s girlfriend	fictional_universe fictional_character romantically_involved_with fictional_universe romantic_involvement partner
what colleges did  e1  attend	people person education education education institution
in what country is  e1 	location administrative_division second_level_division_of
what team does  e1  play for	sports pro_athlete teams sports sports_team_roster team
what countries are located in the  e1 	base aareas schema administrative_area subdivides_place
what dialects are spoken in the  e1 	location country official_language
who is playing bilbo in  e1 	award award_winning_work awards_won award award_honor award_winner
who is  e1  married to	people person spouse_s people marriage spouse
what is the language called in  e1 	location country official_language
what team does  e1  play for in 2011	base schemastaging athlete_extra salary base schemastaging athlete_salary team
what type of planes does  e1  fly	aviation aircraft_owner aircraft_fleet_composition aviation aircraft_ownership_count aircraft_model
where is wellsville  e1 	location administrative_division country
where is  e1  located	location hud_county_place county
what instrument does  e1  play	music group_member membership music group_membership role
where did  e1  get his start	people person place_of_birth
where in  e1  are scorpions found	base aareas schema administrative_area capital
where did  e1  died	people deceased_person place_of_death
what teams did  e1  play for	baseball baseball_player former_teams baseball baseball_historical_roster_position team
where is  e1  now	people person place_of_birth
what county is  e1  in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what government did  e1  have	location country form_of_government
who does  e1  play for club	base x2010fifaworldcupsouthafrica world_cup_participant world_cup_team base x2010fifaworldcupsouthafrica current_world_cup_squad current_club
where is  e1  china	base locations countries continent
what kind of drugs does  e1  do	base popstra celebrity rehab_stay base popstra rehab_stay substance_abused
what team did  e1  play for in 2009	base schemastaging athlete_extra salary base schemastaging athlete_salary team
where was  e1  when he got shot	people deceased_person place_of_death
what teams drafted the  e1 	base schemastaging athlete_extra salary base schemastaging athlete_salary team
what city is  e1  located	location location street_address location mailing_address citytown
who plays stewie griffin  s voice  e1 	tv tv_program program_creator
where did  e1  attend high school	sports drafted_athlete drafted sports sports_league_draft_pick school
who plays  e1 	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what was  e1  known for	people person profession
what college did  e1  attend	sports drafted_athlete drafted sports sports_league_draft_pick school
what a city in  e1 	location us_state capital
what form of government do we have in the  e1 	location country form_of_government
who plays  e1  in buffy the vampire slayer	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
what religion was  e1 	people person religion
what state did  e1  live in	people person places_lived people place_lived location
what political party was  e1  from	government politician party government political_party_tenure party
where did  e1  start	military military_conflict commanders military military_command military_combatant
what team does  e1  play for	american_football football_player former_teams american_football football_historical_roster_position team
what did  e1  write	film film_story_contributor film_story_credits
who runs the  e1  now	boats ship owners boats ship_ownership owner
where did  e1  grew up	people person nationality
what does the  e1  star represent	organization organization_scope organizations_with_this_scope
what country did  e1  explored for	military military_commander military_commands military military_command military_combatant
who did  e1  get traded to	base schemastaging athlete_extra salary base schemastaging athlete_salary team
who did  e1  retire with	american_football football_player former_teams sports sports_team_roster team
where can i register to vote in  e1 	location location containedby
what are fun things to do in  e1 	travel travel_destination tourist_attractions
what company did  e1  work for	business board_member leader_of organization leadership organization
what is  e1  names	base popstra celebrity insult_victim base popstra public_insult victim
who did  e1  sail for	people person nationality
who did  e1  sign with	basketball basketball_player team sports sports_team_roster team
what language is mainly spoken in  e1 	location country languages_spoken
who does  e1  play 4	american_football football_player rushing american_football player_rushing_statistics team
what are the major religions practiced in  e1 	location statistical_region religions location religion_percentage religion
where is  e1  located	base aareas schema administrative_area administrative_parent
what products are made in the  e1 	location statistical_region major_exports location imports_exports_by_industry industry
what is currency in  e1 	location statistical_region gdp_real measurement_unit adjusted_money_value adjustment_currency
who does  e1  play for	user szaijan fantasy_football player nfl_team
what year were the  e1  established	sports sports_team founded
what college did  e1 	people person education education education institution
what state is  e1  in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
in what country do they speak  e1 	language human_language countries_spoken_in
who has  e1  played for	american_football football_player current_team american_football football_roster_position team
who play  e1 	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
who owns  e1  2011	organization organization parent organization organization_relationship parent
what language do  e1  people talk	location country official_language
who was  e1   s mother	people person parents
what does  e1  own	symbols name_source namesakes
what did  e1  do	people person profession
where are the headquarters of the  e1  organization found	user ktrueman default_domain international_organization mailing_address location mailing_address citytown
what teams did  e1  play for in the nba	people person employment_history business employment_tenure company
what happened  e1 	people person profession
what type of political system is  e1 	location country form_of_government
who plays  e1  in buffy the vampire slayer	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where is  e1  buried	people deceased_person place_of_burial
what time zone is  e1  state	location location time_zones
where is the  e1  located	location location containedby
what kind of political system does  e1  have	government governmental_jurisdiction governing_officials government government_position_held basic_title
where was  e1  when he died	people deceased_person place_of_death
where did  e1  go to college	people person education education education institution
what country does  e1  come under	location administrative_division country
what sport do the  e1  play	base events event_presenting_organisation event_feed base events event_feed type_of_event
who does  e1  play for 2012	base schemastaging athlete_extra salary base schemastaging athlete_salary team
where was  e1  born and raised	music artist origin
where was the  e1  centered	location country capital
where  e1  on the world map	base locations countries continent
where did  e1  live	people person place_of_birth
what does  e1  do for a living	people person profession
where was the earthquake in  e1 	base aareas schema administrative_area administrative_parent
where did  e1  tornado hit	sports sports_team location
who did  e1  married	people person spouse_s people marriage spouse
what country does  e1  come under	base aareas schema administrative_area administrative_parent
who did  e1  play for	baseball baseball_player batting_stats baseball batting_statistics team
what high school did  e1  go to	people person education education education institution
what does  e1  people speak	location country languages_spoken
where can i register to vote in  e1 	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what currency does  e1  accept	location country currency_formerly_used
where was the battle of  e1 	location location containedby
what country is the  e1  located in	geography river basin_countries
who was president when  e1  was vice president	government us_vice_president to_president
who played  e1  in the x files	tv tv_character appeared_in_tv_episodes tv tv_guest_role actor
who is the head coach of the  e1 	american_football football_team current_head_coach
what teams has  e1  played for	sports pro_athlete teams soccer football_roster_position team
who did  e1  play on cheers	tv tv_actor starring_roles tv regular_tv_appearance character
where is  e1 	organization organization place_founded
who do  e1  play for	base schemastaging athlete_extra salary base schemastaging athlete_salary team
when did  e1  die	media_common adapted_work adaptations
who is  e1   s husband	award award_nominee award_nominations award award_nomination award_nominee
who played  e1  in the x files	film film_character portrayed_in_films film performance actor
what organization did dr   e1  found	organization organization_founder organizations_founded
what currency does ontario  e1  use	location country currency_used
where did  e1  die	people deceased_person place_of_death
who played  e1  on lost	tv tv_character appeared_in_tv_episodes tv tv_guest_role actor
what language do  e1  in ghana speak	location country languages_spoken
who plays  e1  in buffy the vampire slayer	cvg game_character games cvg game_performance voice_actor
who was  e1  married to	people person spouse_s people marriage spouse
what does  e1  believe	people person religion
what did  e1  do before he took office	government politician government_positions_held government government_position_held office_position_or_title
where was dr  e1  born	people person place_of_birth
what happened to  e1 	medicine notable_person_with_medical_condition condition
who drafted  e1 	sports sports_award_winner awards sports sports_award team
what team is  e1  on	sports pro_athlete teams basketball basketball_roster_position team
what money is used in  e1 	location country currency_used
what is the political system in  e1 	location country form_of_government
how many languages are there in the  e1 	location country languages_spoken
what language do the people in  e1  speak	location country official_language
what did  e1  go to college for	people person education education education major_field_of_study
who did the  e1  draft in 2011	sports professional_sports_team draft_picks sports sports_league_draft_pick player
in which continent is  e1 	location location containedby
what do they speak  e1 	location country official_language
who  s  e1 	people person profession
who are  e1   s parents names	people person parents
in what country do they speak  e1 	location administrative_division country
what party was  e1 	government politician party government political_party_tenure party
where are you if you re in  e1 	base aareas schema administrative_area administrative_parent
who plays  e1  in the looney tunes show	film film_character portrayed_in_films film performance actor
what teams did  e1  play on	sports pro_athlete teams ice_hockey hockey_previous_roster_position team
where is  e1  located	location location containedby
what county is  e1  located in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what is the currency in  e1  2011	location country currency_used
what happened to  e1   s children	people person children
what countries does  e1  reign	royalty noble_person titles royalty noble_title_tenure noble_title
who did  e1  drive for	people person employment_history business employment_tenure company
what currency in  e1  should i bring	location country currency_used
what country is  e1  from	people person place_of_birth
who plays  e1  in lord of the rings	film film_character portrayed_in_films film performance actor
where did  e1  come from	people person places_lived people place_lived location
who  e1  engaged to	people person spouse_s people marriage spouse
what language do they speak in  e1 	location country languages_spoken
where did  e1  go to high school	people person education education education institution
what country was  e1  born	people person nationality
what is  e1  money called	location country currency_used
where is  e1  grave	people deceased_person place_of_burial
what team is  e1  playing for in 2010	american_football football_player former_teams american_football football_historical_roster_position team
what influenced  e1  to become president	influence influence_node influenced_by
where is the  e1  located	base locations countries continent
what kind of money do the  e1  use	location country currency_used
who was  e1  inspired by	influence influence_node influenced_by
what to see in downtown  e1 	travel travel_destination tourist_attractions
what currency should i take to  e1 	location statistical_region gdp_nominal measurement_unit dated_money_value currency
what language  e1  use	location country official_language
what state is  e1  in	base biblioness bibs_location state
where do  e1  play	sports sports_team arena_stadium
what songs does  e1  sing	music lyricist lyrics_written
what illness does  e1  have	medicine notable_person_with_medical_condition condition
what language do they speak in  e1  yahoo	location country official_language
who did  e1  sign with	basketball basketball_player team sports sports_team_roster team
what is  e1  play style	basketball basketball_player team sports sports_team_roster position
who is  e1  dating	people person spouse_s people marriage spouse
where are  e1  cc made	organization organization phone_number common phone_number service_location
what was basketball player  e1   s major in college	people person education education education major_field_of_study
where did  e1  go to college	people person education education education institution
how rich is the  e1  church	religion religious_organization associated_with
who did the voice of  e1  in knight rider	film film_character portrayed_in_films film performance actor
what does  e1  manufacturer	food beer_country_region beers_from_here
who  e1  been married to	base popstra celebrity breakup base popstra breakup participant
what was queen  e1  of	royalty monarch kingdom
what is the time in france if  e1  is 8am in scotland	location location time_zones
who is  e1 	base pinball pinball_machine_basis pinball_machines
what country did  e1  lead	people person nationality
who is the coach of the  e1 	basketball basketball_team head_coach
what songs did  e1  write	music lyricist lyrics_written
what do  e1  speak	people ethnicity languages_spoken
who plays  e1  on army wives	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where was my  e1  made	organization organization headquarters location mailing_address citytown
where is the  e1 	location location containedby
what highschool did  e1  go to	people person education education education institution
who is  e1  married too	people person spouse_s people marriage spouse
where is  e1  from	people person place_of_birth
who does  e1  play for	american_football football_player passing american_football player_passing_statistics team
what are the 3 official languages of  e1 	location country official_language
where did  e1  grew up	people person place_of_birth
what movies have  e1  starred in	award award_winner awards_won award award_honor honored_for
what is the currency used in  e1 	location country currency_used
what movie is  e1  directing	film producer film
what are the 2 conferences in the  e1 	organization organization child organization organization_relationship child
where was  e1  born	people person place_of_birth
who played  e1  en superman	film film_character portrayed_in_films film performance actor
what are the best things to do in  e1 	travel travel_destination tourist_attractions
when did  e1  win the superbowl	sports sports_team championships
who does  e1  play for 2011	soccer football_player current_team soccer football_roster_position team
what state is  e1  located	organization organization headquarters location mailing_address state_province_region
what political party is  e1  from	government politician party government political_party_tenure party
what did  e1  die from	people deceased_person cause_of_death
what is the main language of  e1 	location country official_language
what were  e1  achievements	people person profession
what is happening in  e1  right now	military military_combatant military_commanders military military_command military_conflict
where is  e1  western cape	location location containedby
when did  e1  started playing basketball in the nba	sports pro_athlete career_start
what year did  e1  come into the nba	sports pro_athlete career_start
what each fold of the  e1  flag means	base natlang abbreviated_topic complete_name
where did  e1  died	people deceased_person place_of_death
where did  e1  live	people person places_lived people place_lived location
where does  e1  live	people person places_lived people place_lived location
where does  e1  live	people person places_lived people place_lived location
what art movement does  e1  belong to	visual_art visual_artist associated_periods_or_movements
who did  e1  get shot by	user dfhuynh default_domain assassinated_person assassination user dfhuynh default_domain assassination assassin
what year did  e1  win championship	sports sports_team championships
what is the dollar called in  e1 	location country currency_used
who plays young  e1 	film film written_by
who did  e1  play for before celtics	basketball basketball_player former_teams sports sports_team_roster team
where do the  e1  play	base schemastaging sports_team_extra venue base schemastaging team_venue_relationship venue
who is  e1  brother	people person sibling_s people sibling_relationship sibling
where does the  e1  end	geography river mouth
who did  e1  play for before celtics	sports pro_athlete teams basketball basketball_historical_roster_position team
what instruments does  e1  use	music group_member instruments_played
who was the owner of  e1 	organization organization founders
what country did  e1  lead	people person nationality
who does  e1  trade with the most	location statistical_region places_imported_from location imports_and_exports imported_from
what religion did the ottoman  e1  follow	location statistical_region religions location religion_percentage religion
what team did  e1  play football for	sports drafted_athlete drafted sports sports_league_draft_pick team
who is  e1  in a relationship with	base popstra celebrity sued base popstra legal_dispute defendant
what county is  e1  in	location capital_of_administrative_division capital_of location administrative_division_capital_relationship administrative_division
what is the money called in  e1 	location statistical_region minimum_wage measurement_unit recurring_money_value currency
where to exchange euros in  e1 	location hud_county_place county
what does  e1  like to eat	food diet_follower follows_diet
what language does people in  e1  speak	location country languages_spoken
what countries do  e1  export to	military military_combatant casualties military casualties combatant
what type of political system is headed by queen  e1 	government politician government_positions_held government government_position_held basic_title
what is the currency of  e1  called	location statistical_region minimum_wage measurement_unit recurring_money_value currency
what invention did  e1  invent	business board_member leader_of organization leadership organization
what religions are found in  e1 	location statistical_region religions location religion_percentage religion
what dialects are spoken in the  e1 	location country official_language
who became president when  e1  died in office	government us_president vice_president
what does  e1  speak	location country official_language
where does  e1  live	people person nationality
where did  e1  study	people person education education education institution
what school did  e1  go to	user alexander misc murdered_person place_murdered
what country did  e1  lead	people person employment_history business employment_tenure company
what was  e1  famous for	award award_winner awards_won award award_honor award
who does  e1  play for in 2009	american_football football_player games american_football player_game_statistics team
who voiced  e1  in the pilot	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
where did  e1  play high school football	people person education education education institution
where did  e1  live	organization organization headquarters location mailing_address state_province_region
what was  e1   s job	people person profession
who did  e1  from the bible marry	people person spouse_s people marriage spouse
who is married to  e1 	people person spouse_s people marriage spouse
who did  e1  play for in 2008	base prison prisoner imprisoned base prison imprisonment prison
what was the cause of death of  e1 	people deceased_person cause_of_death
who did  e1  sign with	basketball basketball_player former_teams sports sports_team_roster team
what art movement does  e1  belong to	visual_art visual_artist associated_periods_or_movements
who did  e1  sign with 2012	american_football football_player former_teams sports sports_team_roster team
what does the term prima  e1  mean	fictional_universe fictional_character employers fictional_universe fictional_employment_tenure title
where did  e1  go to school	people person education education education institution
who is country singer  e1  married to	people person spouse_s people marriage spouse
what are the official languages of  e1 	location country official_language
in which province  e1  is located	location location containedby
where was the battle of  e1  located	time event locations
what each fold of the  e1  flag means	dataworld gardening_hint split_to
where is  e1 	business shopping_center address location mailing_address citytown
what language do u speak in  e1 	location country official_language
what movies did  e1  do	film actor film film performance film
what language does  e1  use	location country official_language
what does  e1  own	organization organization_founder organizations_founded
where is lake waynoka  e1 	government political_district representatives government government_position_held jurisdiction_of_office
where is the  e1  located	location location containedby
when was the last time  e1  invaded another country	military military_combatant force_deployments military force_strength military_conflict
what is  e1   s nationality	people person nationality
what type of legal system does  e1  have	location country form_of_government
what years did  e1  go to the super bowl	sports sports_award_winner awards sports sports_award season
what country did  e1  lead	government political_appointer appointees government government_position_held jurisdiction_of_office
what is the political system in  e1 	location country form_of_government
what airport fly into  e1 	travel travel_destination how_to_get_here travel transportation transport_terminus
what to see in  e1 	travel travel_destination tourist_attractions
who did  e1  get traded to	sports pro_athlete teams sports sports_team_roster team
what countries does  e1  reign	government politician government_positions_held government government_position_held office_position_or_title
where is  e1 	location hud_county_place county
what county is  e1  in	location hud_county_place county
what does  e1  own	architecture architectural_structure_owner structures_owned architecture ownership structure
what was the cause of death for  e1 	people deceased_person cause_of_death
what type of government does  e1  use	dataworld gardening_hint split_to
what is the currency of  e1  called	location country currency_used
what is  e1  known for	people person profession
what are major religions in the  e1 	location statistical_region religions location religion_percentage religion
who does  e1  play with	base schemastaging athlete_extra salary base schemastaging athlete_salary team
where did the  e1  play	sports sports_team arena_stadium
what time zone is  e1 	location location time_zones
what are the main sports in  e1 	sports sports_team_location teams
what airport in  e1 	location location nearby_airports
what does  e1  play in	film actor film film performance film
what does  e1  sing	music album genre
what continent is the  e1  located in	base locations countries continent
where is  e1  exactly located	base locations countries continent
what a city in  e1 	base aareas schema administrative_area capital
what continent does the  e1  belong to	location location containedby
what year did  e1  win the championship	sports sports_team championships
who plays  e1  on bold and the beautiful	tv tv_character appeared_in_tv_program tv regular_tv_appearance actor
